FAWN Station,Period,Temp_avg (F),T_min (F),T_max (F),DewPt_avg (F),RelHum_avg (pct),Rain_tot (in),Rain_max over 15min (in),SolRad_avg @ 2m (w/m^2),Wind_avg @ 10m (mph),Wind_min @ 10m (mph),Wind_max @ 10m (mph),Wind_Dir_avg @ 10m (deg),Barametric_Pre_avg (mb),N_obs,WetBulb @ 2m (F),Month,Day,Two std above Temp_min Mean,Two std below Temp_min Mean,upper_bound,lower_bound,Temp_min_outlier
Apopka,1/1/2022,73.4,66.4,82.4,65.34,78,0,0,156.5,4.29,0,17.83,196,1014,96,67.97,January,Saturday,70.13050244,20.96458716,67.7183745,31.88184056,FALSE
Apopka,1/2/2022,73.41,67.06,81.93,68.16,84,0,0,124.04,5.42,0.13,18.36,221,1013,96,69.8,January,Sunday,70.13050244,20.96458716,67.7183745,31.88184056,FALSE
Apopka,1/3/2022,61.63,47.97,71.69,50.1,68,0.03,0.03,178.06,9.36,0.43,28.5,309,1016,96,55.06,January,Monday,70.13050244,20.96458716,67.7183745,31.88184056,FALSE
Apopka,1/4/2022,58.21,43.94,72.05,51.42,80,0,0,144.97,5.12,0.05,16.96,39,1019,96,54.32,January,Tuesday,70.13050244,20.96458716,67.7183745,31.88184056,FALSE
Apopka,1/5/2022,62.97,54.84,74.03,58.64,87,0,0,116.53,4.12,0.02,14.23,353,1014,96,60.27,January,Wednesday,70.13050244,20.96458716,67.7183745,31.88184056,FALSE
Apopka,1/6/2022,60.95,51.1,71.62,51.64,74,0,0,164.96,3.28,0,22.12,312,1013,96,55.57,January,Thursday,70.13050244,20.96458716,67.7183745,31.88184056,FALSE
Apopka,1/7/2022,64.25,52.02,73.38,56.9,77,0.01,0.01,153.47,5.32,0.09,17.34,348,1017,96,59.73,January,Friday,70.13050244,20.96458716,67.7183745,31.88184056,FALSE
Apopka,1/8/2022,62.67,49.24,76.87,54.86,77,0,0,179.11,5.97,0.56,20.45,77,1024,96,57.98,January,Saturday,70.13050244,20.96458716,67.7183745,31.88184056,FALSE
Apopka,1/9/2022,69.15,58.66,81.99,62.49,81,0,0,132.61,4.81,0.02,22.15,121,1023,96,64.8,January,Sunday,70.13050244,20.96458716,67.7183745,31.88184056,FALSE
Apopka,1/10/2022,66.62,57.13,76.5,62.79,88,0.01,0.01,107.15,6.08,0,22.5,299,1020,96,64.12,January,Monday,70.13050244,20.96458716,67.7183745,31.88184056,FALSE
Apopka,1/11/2022,57.51,48.58,69.28,47.6,71,0,0,167.87,8.22,0.25,22.12,25,1023,96,52.08,January,Tuesday,70.13050244,20.96458716,67.7183745,31.88184056,FALSE
Apopka,1/12/2022,60.42,50.88,72.21,51.43,75,0,0,150.64,5.81,0.76,17.76,49,1019,96,55.24,January,Wednesday,70.13050244,20.96458716,67.7183745,31.88184056,FALSE
Apopka,1/13/2022,60.15,51.44,70.23,52.41,77,0.03,0.03,174.85,6.15,0.02,24.43,305,1012,96,55.65,January,Thursday,70.13050244,20.96458716,67.7183745,31.88184056,FALSE
Apopka,1/14/2022,56.07,48.67,65.93,43.18,65,0,0,184.65,5.77,0,17.6,303,1011,96,49.38,January,Friday,70.13050244,20.96458716,67.7183745,31.88184056,FALSE
Apopka,1/15/2022,56.88,40.92,72.5,46.17,71,0,0,175.92,3.24,0,15.64,168,1013,96,51.11,January,Saturday,70.13050244,20.96458716,67.7183745,31.88184056,FALSE
Apopka,1/16/2022,62.23,57.76,66.7,54.57,76,0.54,0.3,70.24,12.94,1.25,38.23,230,1005,96,57.65,January,Sunday,70.13050244,20.96458716,67.7183745,31.88184056,FALSE
Apopka,1/17/2022,53.48,46.96,58.89,45.05,74,0,0,171.31,11.17,0.92,28.97,292,1011,96,49.05,January,Monday,70.13050244,20.96458716,67.7183745,31.88184056,FALSE
Apopka,1/18/2022,46.39,36.27,57.63,38.45,75,0,0,191.74,4.53,0.05,16.33,336,1019,96,42.66,January,Tuesday,70.13050244,20.96458716,67.7183745,31.88184056,FALSE
Apopka,1/19/2022,56.36,40.16,71.8,48.34,76,0,0,145.46,4.14,0.34,17.16,86,1019,96,51.94,January,Wednesday,70.13050244,20.96458716,67.7183745,31.88184056,FALSE
Apopka,1/20/2022,62.34,49.19,76.41,54.31,78,0,0,185.61,3.45,0.02,12.08,214,1016,96,57.55,January,Thursday,70.13050244,20.96458716,67.7183745,31.88184056,FALSE
Apopka,1/21/2022,61.37,52.93,71.33,57.21,87,0,0,115.27,4.62,0.02,19.35,23,1015,96,58.82,January,Friday,70.13050244,20.96458716,67.7183745,31.88184056,FALSE
Apopka,1/22/2022,49.16,43.28,54.05,48.39,97,0.01,0.01,22.4,7.42,0.6,21.85,11,1018,96,48.74,January,Saturday,70.13050244,20.96458716,67.7183745,31.88184056,FALSE
Apopka,1/23/2022,43.31,38.29,49.62,40.17,89,0,0,93.69,6.24,0.63,16.35,323,1016,96,41.82,January,Sunday,70.13050244,20.96458716,67.7183745,31.88184056,FALSE
Apopka,1/24/2022,46.99,33.39,58.8,34.37,67,0,0,191.17,3.82,0,13.78,292,1013,96,41.34,January,Monday,70.13050244,20.96458716,67.7183745,31.88184056,FALSE
Apopka,1/25/2022,49.34,47.17,52.57,44.25,83,0.22,0.03,32.22,3.26,0.07,12.19,63,1014,96,46.74,January,Tuesday,70.13050244,20.96458716,67.7183745,31.88184056,FALSE
Apopka,1/26/2022,54.62,48.81,59.36,53.73,97,0.4,0.17,34.83,7.09,0.58,18.72,37,1015,96,54.11,January,Wednesday,70.13050244,20.96458716,67.7183745,31.88184056,FALSE
Apopka,1/27/2022,59.51,54.82,65.19,56.53,90,0,0,71.06,8.71,0.05,23.85,20,1017,96,57.71,January,Thursday,70.13050244,20.96458716,67.7183745,31.88184056,FALSE
Apopka,1/28/2022,56.78,51.31,67.01,52.34,86,0.02,0.01,117.95,7.19,0.56,22.53,308,1012,96,54.22,January,Friday,70.13050244,20.96458716,67.7183745,31.88184056,FALSE
Apopka,1/29/2022,43.23,35.46,53.74,24.3,48,0,0,210.2,11.83,0.16,32.7,316,1017,96,35.99,January,Saturday,70.13050244,20.96458716,67.7183745,31.88184056,FALSE
Apopka,1/30/2022,42.41,29.67,54.19,20.42,43,0,0,209.94,4.39,0.16,13.09,311,1022,96,34.48,January,Sunday,70.13050244,20.96458716,67.7183745,31.88184056,TRUE
Apopka,1/31/2022,50.64,33.86,67.35,38.72,66,0,0,204.81,3.12,0.02,11.9,211,1020,96,44.9,January,Monday,70.13050244,20.96458716,67.7183745,31.88184056,FALSE
Apopka,2/1/2022,55.77,39.21,70.63,44.17,69,0,0,179.05,4.74,0.09,20.2,85,1020,96,49.69,February,Tuesday,71.87090684,28.17015198,69.79691328,37.92261614,FALSE
Apopka,2/2/2022,63.8,49.21,78.04,52.24,70,0,0,190.46,6.91,0.69,25.93,107,1018,96,57.02,February,Wednesday,71.87090684,28.17015198,69.79691328,37.92261614,FALSE
Apopka,2/3/2022,70.32,61.39,81.18,60,72,0,0,187.96,7.43,0.13,23.38,133,1017,96,63.72,February,Thursday,71.87090684,28.17015198,69.79691328,37.92261614,FALSE
Apopka,2/4/2022,71.65,62.78,82.69,64.71,80,0,0,179.16,5.24,0.27,20.56,193,1017,96,67.02,February,Friday,71.87090684,28.17015198,69.79691328,37.92261614,FALSE
Apopka,2/5/2022,57.97,49.89,69.12,54.95,90,0.05,0.02,41.05,6.93,0.13,19.77,13,1019,96,56.18,February,Saturday,71.87090684,28.17015198,69.79691328,37.92261614,FALSE
Apopka,2/6/2022,56.03,50.74,63.01,55.02,97,0.04,0.01,65.03,5.5,0.22,14.99,359,1018,96,55.43,February,Sunday,71.87090684,28.17015198,69.79691328,37.92261614,FALSE
Apopka,2/7/2022,52.77,49.08,60.01,51.06,94,0,0,100.12,5.2,0.22,16.73,322,1017,96,51.81,February,Monday,71.87090684,28.17015198,69.79691328,37.92261614,FALSE
Apopka,2/8/2022,50.04,47.35,52.39,48.92,96,0.43,0.03,20.59,5.09,0.45,11.97,17,1016,96,49.44,February,Tuesday,71.87090684,28.17015198,69.79691328,37.92261614,FALSE
Apopka,2/9/2022,53.2,43.57,64.74,44.41,76,0.01,0.01,219.15,5.37,0.25,16.13,352,1015,96,48.62,February,Wednesday,71.87090684,28.17015198,69.79691328,37.92261614,FALSE
Apopka,2/10/2022,53.91,40.14,69.04,42.87,71,0,0,225.06,3.78,0.02,16.96,40,1016,96,48.25,February,Thursday,71.87090684,28.17015198,69.79691328,37.92261614,FALSE
Apopka,2/11/2022,60.86,47.97,76.28,50.63,71,0,0,177.86,4.31,0.02,14.88,72,1015,96,55.01,February,Friday,71.87090684,28.17015198,69.79691328,37.92261614,FALSE
Apopka,2/12/2022,65.25,51.55,80.89,54.04,72,0,0,199.2,2.7,0.02,8.88,5,1015,96,58.53,February,Saturday,71.87090684,28.17015198,69.79691328,37.92261614,FALSE
Apopka,2/13/2022,63.42,54.52,72.09,58.28,84,0.14,0.03,126.98,6.14,0.05,26.46,282,1014,96,60.23,February,Sunday,71.87090684,28.17015198,69.79691328,37.92261614,FALSE
Apopka,2/14/2022,50.64,40.58,62.15,27.6,43,0,0,225.38,6.61,0.09,19.91,5,1023,96,41,February,Monday,71.87090684,28.17015198,69.79691328,37.92261614,FALSE
Apopka,2/15/2022,56.03,39.03,69.93,46.18,71,0,0,141.49,6.81,1.05,25.3,58,1026,96,50.74,February,Tuesday,71.87090684,28.17015198,69.79691328,37.92261614,FALSE
Apopka,2/16/2022,65.6,53.28,78.39,57.19,77,0,0,194.97,7.4,0.72,24.65,93,1025,96,60.4,February,Wednesday,71.87090684,28.17015198,69.79691328,37.92261614,FALSE
Apopka,2/17/2022,72.52,61.7,84.85,65.39,81,0,0,169.24,6.44,0.31,20.65,130,1019,96,67.72,February,Thursday,71.87090684,28.17015198,69.79691328,37.92261614,FALSE
Apopka,2/18/2022,73.48,68.9,81.75,68.2,84,0,0,145.56,5.22,0.47,15.66,237,1016,96,69.84,February,Friday,71.87090684,28.17015198,69.79691328,37.92261614,FALSE
Apopka,2/19/2022,66.36,50.43,73.22,55.33,71,0,0,154.01,6.09,0.34,18.36,342,1018,96,59.65,February,Saturday,71.87090684,28.17015198,69.79691328,37.92261614,FALSE
Apopka,2/20/2022,61.61,47.07,76.12,48.99,65,0,0,235.37,7.35,1.3,21.7,69,1022,96,54.5,February,Sunday,71.87090684,28.17015198,69.79691328,37.92261614,FALSE
Apopka,2/21/2022,67.42,56.5,79.32,57.01,72,0,0,189.07,5.8,0.58,19.57,99,1021,96,60.98,February,Monday,71.87090684,28.17015198,69.79691328,37.92261614,FALSE
Apopka,2/22/2022,70.87,60.08,82.83,61.5,75,0,0,215.76,6.36,0.36,17.34,115,1021,96,64.79,February,Tuesday,71.87090684,28.17015198,69.79691328,37.92261614,FALSE
Apopka,2/23/2022,72.68,64.2,84.15,65.74,81,0,0,215.22,4.37,0.09,13.73,144,1020,96,68,February,Wednesday,71.87090684,28.17015198,69.79691328,37.92261614,FALSE
Apopka,2/24/2022,71.52,60.87,83.82,63.63,79,0,0,217.02,3.85,0.05,13.62,126,1020,96,66.3,February,Thursday,71.87090684,28.17015198,69.79691328,37.92261614,FALSE
Apopka,2/25/2022,73.23,62.44,84.76,64.94,78,0,0,202.16,3.09,0.05,16.8,176,1021,96,67.67,February,Friday,71.87090684,28.17015198,69.79691328,37.92261614,FALSE
Apopka,2/26/2022,72.08,60.91,84.58,64.12,78,0,0,236.78,4.24,0,15.99,148,1021,96,66.78,February,Saturday,71.87090684,28.17015198,69.79691328,37.92261614,FALSE
Apopka,2/27/2022,71.26,58.73,82.89,62.28,76,0,0,238.24,3.89,0,14.88,267,1017,96,65.38,February,Sunday,71.87090684,28.17015198,69.79691328,37.92261614,FALSE
Apopka,2/28/2022,64.19,57.63,72.27,60.39,88,0.05,0.03,106.1,4.63,0.02,21.21,340,1014,96,61.78,February,Monday,71.87090684,28.17015198,69.79691328,37.92261614,FALSE
Apopka,3/1/2022,62.33,57.09,73.02,53.88,76,0,0,194.74,5.99,0.29,21.07,26,1015,96,57.31,March,Tuesday,75.1443303,35.2054004,74.43240052,44.3060941,FALSE
Apopka,3/2/2022,63.23,49.21,76.33,50.94,67,0,0,254.68,4.91,0.07,14.54,17,1017,96,56.13,March,Wednesday,75.1443303,35.2054004,74.43240052,44.3060941,FALSE
Apopka,3/3/2022,66.75,52.72,81.54,53.11,66,0,0,247.95,3.04,0.05,12.39,44,1018,96,58.62,March,Thursday,75.1443303,35.2054004,74.43240052,44.3060941,FALSE
Apopka,3/4/2022,69.72,56.1,83.59,50.81,56,0,0,252.54,5.01,0.02,18.77,77,1021,96,58.61,March,Friday,75.1443303,35.2054004,74.43240052,44.3060941,FALSE
Apopka,3/5/2022,69.31,55.89,83.25,58.77,73,0,0,221.95,6.67,0.36,23.85,95,1023,96,62.65,March,Saturday,75.1443303,35.2054004,74.43240052,44.3060941,FALSE
Apopka,3/6/2022,72.38,60.55,85.75,60.35,70,0,0,256.43,7.31,0.72,24.67,105,1022,96,64.62,March,Sunday,75.1443303,35.2054004,74.43240052,44.3060941,FALSE
Apopka,3/7/2022,74.66,65.53,86.97,66.33,78,0.71,0.25,214.58,6.31,0.31,20.92,148,1017,96,69,March,Monday,75.1443303,35.2054004,74.43240052,44.3060941,FALSE
Apopka,3/8/2022,74.65,69.73,86.76,70.22,88,0.14,0.14,173.29,4.06,0.07,18.63,174,1014,96,71.55,March,Tuesday,75.1443303,35.2054004,74.43240052,44.3060941,FALSE
Apopka,3/9/2022,74.34,68.63,84.74,70.24,88,0.12,0.06,151.92,5.5,0.13,17.31,171,1012,96,71.47,March,Wednesday,75.1443303,35.2054004,74.43240052,44.3060941,FALSE
Apopka,3/10/2022,69.09,64.18,79.74,66.84,93,1.66,0.41,102.04,4.84,0.02,20.85,90,1013,96,67.56,March,Thursday,75.1443303,35.2054004,74.43240052,44.3060941,FALSE
Apopka,3/11/2022,73.86,65.48,84.78,68.96,86,0,0,129.31,4.63,0.05,16.28,153,1011,96,70.47,March,Friday,75.1443303,35.2054004,74.43240052,44.3060941,FALSE
Apopka,3/12/2022,64.47,42.96,75.51,54.02,72,0.58,0.31,84.46,11.63,0.47,38.47,262,1010,96,58.22,March,Saturday,75.1443303,35.2054004,74.43240052,44.3060941,TRUE
Apopka,3/13/2022,49.33,35.1,62.98,36.48,62,0,0,277.29,7.81,0.36,21.72,19,1024,93,43.35,March,Sunday,75.1443303,35.2054004,74.43240052,44.3060941,TRUE
Apopka,3/14/2022,61.95,47.97,74.88,52.54,74,0,0,218.78,7.99,0.83,24.09,65,1023,95,56.45,March,Monday,75.1443303,35.2054004,74.43240052,44.3060941,FALSE
Apopka,3/15/2022,69.99,63.88,78.87,62.98,79,0.08,0.04,138.64,8.07,0.09,27.22,94,1018,96,65.39,March,Tuesday,75.1443303,35.2054004,74.43240052,44.3060941,FALSE
Apopka,3/16/2022,69.39,62.89,81.19,66.63,92,0.95,0.3,161.63,4.2,0,30.74,224,1013,96,67.53,March,Wednesday,75.1443303,35.2054004,74.43240052,44.3060941,FALSE
Apopka,3/17/2022,69.4,62.76,79.29,61.56,79,0,0,280.98,4.59,0.07,12.39,268,1013,96,64.32,March,Thursday,75.1443303,35.2054004,74.43240052,44.3060941,FALSE
Apopka,3/18/2022,73.24,56.5,89.06,62.88,74,0,0,247.36,4.73,0.02,20.76,127,1014,96,66.41,March,Friday,75.1443303,35.2054004,74.43240052,44.3060941,FALSE
Apopka,3/19/2022,75.02,65.35,86.77,66.97,77,0,0,254.35,6.52,0.05,23.6,195,1015,96,69.52,March,Saturday,75.1443303,35.2054004,74.43240052,44.3060941,FALSE
Apopka,3/20/2022,69.44,57.83,76.78,55.93,66,0,0,259.45,6.75,0.25,24.43,332,1018,96,61.12,March,Sunday,75.1443303,35.2054004,74.43240052,44.3060941,FALSE
Apopka,3/21/2022,64.79,49.96,78.33,51.84,65,0,0,283.51,6.71,0.69,22.03,72,1019,96,57.21,March,Monday,75.1443303,35.2054004,74.43240052,44.3060941,FALSE
Apopka,3/22/2022,70,57.83,82.8,58.64,70,0,0,266.88,6.54,0.29,21.94,108,1016,96,62.82,March,Tuesday,75.1443303,35.2054004,74.43240052,44.3060941,FALSE
Apopka,3/23/2022,75.15,68.86,84.49,68.25,80,0.04,0.02,151.77,6.97,0.22,29.26,145,1012,96,70.38,March,Wednesday,75.1443303,35.2054004,74.43240052,44.3060941,FALSE
Apopka,3/24/2022,70.64,62.28,74.46,68.36,93,0.39,0.14,47.15,5.11,0.13,18.68,234,1010,96,69.07,March,Thursday,75.1443303,35.2054004,74.43240052,44.3060941,FALSE
Apopka,3/25/2022,66.25,60.37,74.44,53.45,66,0,0,286.75,8.7,0.09,24.07,293,1012,96,58.61,March,Friday,75.1443303,35.2054004,74.43240052,44.3060941,FALSE
Apopka,3/26/2022,65.79,56.07,76.26,49.78,59,0,0,295.81,9.17,0.4,25.81,289,1013,96,56.59,March,Saturday,75.1443303,35.2054004,74.43240052,44.3060941,FALSE
Apopka,3/27/2022,66.82,56.59,77.52,47.49,55,0,0,295.4,7.83,0.87,21.32,291,1015,96,55.92,March,Sunday,75.1443303,35.2054004,74.43240052,44.3060941,FALSE
Apopka,3/28/2022,70.23,62.51,81.59,58.89,70,0,0,287.73,6.94,0.38,19.26,271,1017,96,63.04,March,Monday,75.1443303,35.2054004,74.43240052,44.3060941,FALSE
Apopka,3/29/2022,70.2,61.9,82.09,60.62,75,0,0,292.2,5.38,0.16,14.25,264,1018,96,64.03,March,Tuesday,75.1443303,35.2054004,74.43240052,44.3060941,FALSE
Apopka,3/30/2022,73.75,62.76,85.08,62.45,71,0,0,280.95,8.27,0.74,25.03,136,1015,96,66.31,March,Wednesday,75.1443303,35.2054004,74.43240052,44.3060941,FALSE
Apopka,3/31/2022,74.55,67.03,84.45,66.74,78,0.1,0.04,115.33,8.71,0.2,25.25,178,1010,96,69.23,March,Thursday,75.1443303,35.2054004,74.43240052,44.3060941,FALSE
Apopka,4/1/2022,73.2,67.32,80.31,67.92,85,2.69,0.36,163.36,3.89,0.02,17.11,278,1012,96,69.57,April,Friday,74.11350039,43.55573894,73.1233587,51.81308575,FALSE
Apopka,4/2/2022,68.89,61.65,78.44,67.4,95,2.25,0.81,71.34,4.17,0.05,36.37,161,1012,96,67.88,April,Saturday,74.11350039,43.55573894,73.1233587,51.81308575,FALSE
Apopka,4/3/2022,68.2,61.3,78.3,61.27,81,0,0,265.98,4.58,0.02,14.65,335,1011,96,63.73,April,Sunday,74.11350039,43.55573894,73.1233587,51.81308575,FALSE
Apopka,4/4/2022,69.95,56.41,82.45,59.77,73,0,0,280.29,5.05,0.05,17.09,112,1012,96,63.45,April,Monday,74.11350039,43.55573894,73.1233587,51.81308575,FALSE
Apopka,4/5/2022,76.4,65.75,87.8,68.62,79,0.01,0.01,243.95,6.29,0.45,25.39,175,1010,96,71,April,Tuesday,74.11350039,43.55573894,73.1233587,51.81308575,FALSE
Apopka,4/6/2022,79.08,72.3,87.82,72.17,80,0,0,220.91,5.77,0.18,18.99,215,1009,96,74.15,April,Wednesday,74.11350039,43.55573894,73.1233587,51.81308575,FALSE
Apopka,4/7/2022,74.02,66.69,79.7,70.8,90,0.71,0.3,68.54,8.38,0.51,39.79,217,1007,96,71.75,April,Thursday,74.11350039,43.55573894,73.1233587,51.81308575,FALSE
Apopka,4/8/2022,66.12,60.3,71.19,49.03,56,0,0,315.71,11.91,1.61,28.32,284,1011,96,56.36,April,Friday,74.11350039,43.55573894,73.1233587,51.81308575,FALSE
Apopka,4/9/2022,61.76,53.89,67.73,43.41,52,0,0,298.78,10.12,0.38,35.39,290,1014,96,52.02,April,Saturday,74.11350039,43.55573894,73.1233587,51.81308575,FALSE
Apopka,4/10/2022,60.05,43.61,72.86,41.72,56,0,0,324.38,4.26,0.02,16.84,4,1018,96,50.56,April,Sunday,74.11350039,43.55573894,73.1233587,51.81308575,TRUE
Apopka,4/11/2022,66.5,51.06,80.46,51.52,61,0,0,316.2,5.83,0.16,23.11,114,1018,96,57.72,April,Monday,74.11350039,43.55573894,73.1233587,51.81308575,TRUE
Apopka,4/12/2022,71.75,60.98,83.35,59.38,67,0,0,309.07,6.41,0.2,17.36,127,1018,96,63.85,April,Tuesday,74.11350039,43.55573894,73.1233587,51.81308575,FALSE
Apopka,4/13/2022,73.37,63.23,83.55,62.58,71,0,0,227.24,6.49,0.34,21.68,125,1016,96,66.27,April,Wednesday,74.11350039,43.55573894,73.1233587,51.81308575,FALSE
Apopka,4/14/2022,74.7,66.24,83.95,67.59,80,0.69,0.59,186.91,4.05,0.07,29.53,174,1014,96,69.82,April,Thursday,74.11350039,43.55573894,73.1233587,51.81308575,FALSE
Apopka,4/15/2022,73.4,68.02,84.6,69.62,89,0.01,0.01,198.81,5.01,0.05,25.28,73,1014,96,70.76,April,Friday,74.11350039,43.55573894,73.1233587,51.81308575,FALSE
Apopka,4/16/2022,74.84,63.95,86.45,67.11,79,0,0,312.11,4.78,0.13,18.99,134,1014,96,69.55,April,Saturday,74.11350039,43.55573894,73.1233587,51.81308575,FALSE
Apopka,4/17/2022,76.06,65.28,86.61,68.39,79,1.45,0.93,248.63,4.19,0,31.83,182,1012,96,70.75,April,Sunday,74.11350039,43.55573894,73.1233587,51.81308575,FALSE
Apopka,4/18/2022,75.62,68.11,83.62,68.27,80,0,0,210.73,5.63,0.16,17.98,247,1011,96,70.54,April,Monday,74.11350039,43.55573894,73.1233587,51.81308575,FALSE
Apopka,4/19/2022,69.29,59.45,77.59,55.54,65,0,0,325.86,7.1,0.16,22.41,21,1015,96,60.85,April,Tuesday,74.11350039,43.55573894,73.1233587,51.81308575,FALSE
Apopka,4/20/2022,66.85,55.29,77.58,53.85,64,0.01,0.01,266.44,8.06,1.03,26.17,69,1021,96,59.05,April,Wednesday,74.11350039,43.55573894,73.1233587,51.81308575,FALSE
Apopka,4/21/2022,70.47,60.98,79,58.03,65,0,0,228.22,7.57,0.47,25.52,66,1022,96,62.64,April,Thursday,74.11350039,43.55573894,73.1233587,51.81308575,FALSE
Apopka,4/22/2022,70.07,60.44,79.38,59.29,70,0,0,246.11,7.7,1.3,28.45,56,1022,96,63.22,April,Friday,74.11350039,43.55573894,73.1233587,51.81308575,FALSE
Apopka,4/23/2022,71.23,60.57,80.82,61.03,72,0,0,261.57,7.47,0.25,22.08,71,1019,96,64.63,April,Saturday,74.11350039,43.55573894,73.1233587,51.81308575,FALSE
Apopka,4/24/2022,73.13,63.14,82.67,63.97,75,0,0,259.19,6.62,0.38,22.75,85,1017,96,67.03,April,Sunday,74.11350039,43.55573894,73.1233587,51.81308575,FALSE
Apopka,4/25/2022,74.62,65.1,86.27,64,72,0,0,250.32,5.39,0.05,18.7,97,1017,96,67.53,April,Monday,74.11350039,43.55573894,73.1233587,51.81308575,FALSE
Apopka,4/26/2022,74.43,62.44,86.61,62.85,71,0,0,331.59,4.11,0.02,14.72,141,1017,96,66.78,April,Tuesday,74.11350039,43.55573894,73.1233587,51.81308575,FALSE
Apopka,4/27/2022,76.08,67.17,86.32,65.54,72,0,0,311.5,4.9,0.09,18.45,225,1014,96,68.94,April,Wednesday,74.11350039,43.55573894,73.1233587,51.81308575,FALSE
Apopka,4/28/2022,73.57,67.26,82.17,64.47,75,0,0,270.59,9.49,0.43,25.46,55,1014,96,67.48,April,Thursday,74.11350039,43.55573894,73.1233587,51.81308575,FALSE
Apopka,4/29/2022,71.99,61.9,80.6,61.59,71,0,0,266.17,7.68,0.67,23.58,85,1015,96,65.22,April,Friday,74.11350039,43.55573894,73.1233587,51.81308575,FALSE
Apopka,4/30/2022,74.38,66.45,83.88,63.51,70,0,0,245.85,6.5,0.07,19.37,98,1014,96,67.16,April,Saturday,74.11350039,43.55573894,73.1233587,51.81308575,FALSE
Apopka,5/1/2022,73.69,63.77,85.39,65.96,79,0.07,0.04,210.97,3.98,0.05,18.83,94,1015,96,68.46,May,Sunday,76.63666005,55.79860877,76.64826916,60.15409643,FALSE
Apopka,5/2/2022,74.33,64.26,86.81,67.43,81,0.26,0.14,303.37,5.03,0.02,21.38,109,1016,96,69.6,May,Monday,76.63666005,55.79860877,76.64826916,60.15409643,FALSE
Apopka,5/3/2022,76.62,70.18,86.2,67.92,77,0,0,199.48,3.82,0.05,15.35,117,1015,96,70.61,May,Tuesday,76.63666005,55.79860877,76.64826916,60.15409643,FALSE
Apopka,5/4/2022,77.2,65.61,88.86,66.55,72,0,0,310.42,4.05,0.02,13.98,132,1014,96,69.92,May,Wednesday,76.63666005,55.79860877,76.64826916,60.15409643,FALSE
Apopka,5/5/2022,79.73,68.65,91.99,68.17,71,0.29,0.14,324.46,3.52,0.02,12.84,217,1013,96,71.7,May,Thursday,76.63666005,55.79860877,76.64826916,60.15409643,FALSE
Apopka,5/6/2022,80.32,72.23,89.56,69.46,72,0,0,296.07,6.85,0.02,26.71,234,1010,96,72.7,May,Friday,76.63666005,55.79860877,76.64826916,60.15409643,FALSE
Apopka,5/7/2022,79.96,69.91,86.43,68.19,69,0.21,0.2,318.19,11.08,0.87,28.32,260,1006,96,71.78,May,Saturday,76.63666005,55.79860877,76.64826916,60.15409643,FALSE
Apopka,5/8/2022,77.92,71.55,88.39,64.71,66,0,0,338.83,7.43,0.51,20.4,286,1007,96,69.01,May,Sunday,76.63666005,55.79860877,76.64826916,60.15409643,FALSE
Apopka,5/9/2022,71.91,62.58,80.13,62.05,72,0,0,276.44,8.12,1.41,20.24,47,1013,96,65.47,May,Monday,76.63666005,55.79860877,76.64826916,60.15409643,FALSE
Apopka,5/10/2022,69.36,59.16,81.27,55.73,65,0,0,333.19,7.57,0.16,24.4,34,1016,96,60.98,May,Tuesday,76.63666005,55.79860877,76.64826916,60.15409643,TRUE
Apopka,5/11/2022,70.29,60.04,82.13,57.57,66,0,0,323.62,7.87,0.18,25.99,15,1014,96,62.32,May,Wednesday,76.63666005,55.79860877,76.64826916,60.15409643,TRUE
Apopka,5/12/2022,70.46,62.35,80.89,61.3,75,0,0,254.48,6.53,0.16,22.59,26,1012,96,64.53,May,Thursday,76.63666005,55.79860877,76.64826916,60.15409643,FALSE
Apopka,5/13/2022,71.41,61.25,84.31,62.77,77,0.32,0.23,322.13,3.93,0.02,20.33,332,1011,96,65.74,May,Friday,76.63666005,55.79860877,76.64826916,60.15409643,FALSE
Apopka,5/14/2022,74.83,64.49,87.39,65.81,77,0.01,0.01,328.13,4.48,0,16.91,113,1011,96,68.72,May,Saturday,76.63666005,55.79860877,76.64826916,60.15409643,FALSE
Apopka,5/15/2022,74.13,67.93,85.89,69.44,86,0.58,0.31,223.41,4.79,0.13,25.97,53,1011,96,70.87,May,Sunday,76.63666005,55.79860877,76.64826916,60.15409643,FALSE
Apopka,5/16/2022,75.81,65.03,86.68,66.95,77,0,0,328.67,5.06,0.02,16.04,268,1010,96,69.75,May,Monday,76.63666005,55.79860877,76.64826916,60.15409643,FALSE
Apopka,5/17/2022,79.03,70.47,89.44,70.37,77,0,0,300.75,4.45,0.02,19.26,270,1012,96,72.92,May,Tuesday,76.63666005,55.79860877,76.64826916,60.15409643,FALSE
Apopka,5/18/2022,80,71.82,90.99,71.34,77,0,0,285.77,4.7,0.05,21.16,277,1013,96,73.84,May,Wednesday,76.63666005,55.79860877,76.64826916,60.15409643,FALSE
Apopka,5/19/2022,80.37,70.88,88.99,70.82,75,0,0,275.35,3.61,0.05,12.5,220,1012,96,73.6,May,Thursday,76.63666005,55.79860877,76.64826916,60.15409643,FALSE
Apopka,5/20/2022,76.25,70.03,85.93,71.38,86,1.26,0.49,137.42,4.59,0.09,25.86,165,1014,96,72.8,May,Friday,76.63666005,55.79860877,76.64826916,60.15409643,FALSE
